first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Cameron,Peupion,0,0,1,5,2,0.3,0.0,5.0,0,3,0.5,0,0,0,0.0,45,MID
Imari,Samuels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Carney,Chukwuemeka,0,0,18,342,7,113.5,66.0,78.0,0,71,25.7,1,0,0,0.3,42,MID
Marc,Cucurella Saseta,0,2,65,1669,20,232.5,354.4,72.0,1,363,65.9,6,0,4,5.0,49,DEF
César,Azpilicueta,0,0,45,1521,21,211.2,272.0,102.0,4,242,58.4,3,0,3,1.2,47,DEF
Thiago,Emiliano da Silva,0,2,80,2351,32,90.4,676.8,147.0,8,524,91.4,6,0,2,5.7,54,DEF
Marcos,Alonso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,53,DEF
Ross,Barkley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Mateo,Kovacic,1,2,53,1699,25,365.8,295.8,114.0,2,289,77.9,4,0,8,0.3,49,MID
Kepa,Arrizabalaga,0,0,118,2565,33,0.1,733.4,0.0,15,575,73.3,9,0,1,6.4,45,GK
N'Golo,Kanté,0,1,18,517,7,186.9,107.0,58.0,1,120,35.2,2,0,1,1.1,48,MID
Hakim,Ziyech,0,3,33,649,7,230.9,155.4,113.0,0,129,49.0,2,0,1,0.4,55,MID
Ruben,Loftus-Cheek,0,1,46,1530,23,260.4,216.6,175.0,1,228,65.4,5,0,1,0.1,50,MID
Timo,Werner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,79,FWD
Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Ben,Chilwell,2,3,70,1402,19,382.6,283.4,178.0,4,302,84.2,4,0,3,3.1,56,DEF
Christian,Pulisic,1,1,39,805,11,166.8,120.4,227.0,0,102,51.1,3,0,1,0.4,56,MID
Trevoh,Chalobah,0,0,49,1601,24,94.0,294.6,112.0,1,318,50.3,5,0,4,0.6,44,DEF
Mason,Mount,3,4,82,1644,21,463.1,331.4,376.0,8,277,117.2,8,0,4,3.4,72,MID
Malang,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF
Callum,Hudson-Odoi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53,MID
Kai,Havertz,7,1,102,2565,31,536.6,476.4,1014.0,13,301,202.5,9,0,5,3.2,74,FWD
Reece,James,1,2,44,1242,17,358.2,292.2,153.0,5,286,80.4,2,0,4,10.7,58,DEF
Edouard,Mendy,0,0,24,855,14,0.0,200.4,0.0,0,132,20.2,1,0,1,5.8,48,GK
Conor,Gallagher,3,1,66,1608,23,351.5,386.2,329.0,7,279,106.5,4,1,9,0.7,56,MID
Armando,Broja,1,1,21,285,5,18.2,64.6,113.0,0,56,19.7,1,0,0,0.3,52,FWD
Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Wesley,Fofana,1,0,37,1362,24,59.6,294.6,86.0,4,244,44.4,2,0,4,1.0,43,DEF
Raheem,Sterling,6,4,101,1886,27,495.4,399.6,647.0,9,274,153.9,5,0,4,3.4,97,MID
Kalidou,Koulibaly,2,1,74,1798,22,104.1,497.4,141.0,8,408,74.5,6,1,5,5.4,55,DEF
Harvey,Vale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Denis,Zakaria,0,0,13,409,5,22.6,44.6,24.0,0,47,9.2,2,0,0,0.0,49,MID
Pierre-Emerick,Aubameyang,1,0,25,546,8,59.4,55.0,177.0,3,61,28.5,1,0,1,0.7,84,FWD
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Omari,Hutchinson,0,0,1,22,0,1.8,1.0,4.0,0,2,0.7,0,0,0,0.0,42,MID
Lewis,Hall,0,0,19,653,11,225.8,134.4,127.0,3,118,48.8,1,0,1,0.0,43,MID
Bashir,Humphreys,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
David Datro,Fofana,0,0,3,68,1,34.6,15.2,30.0,0,8,8.0,0,0,0,0.1,50,FWD
Benoît,Badiashile,1,0,40,904,9,49.1,219.8,81.0,2,209,35.1,4,0,2,0.4,50,DEF
João,Félix Sequeira,4,0,44,936,16,136.1,203.6,303.0,7,126,63.1,2,1,1,1.7,71,FWD
Mykhailo,Mudryk,0,2,25,650,10,146.4,100.8,140.0,0,73,38.2,0,0,1,0.8,64,MID
Andrey,Nascimento dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Noni,Madueke,1,0,26,639,13,170.8,153.8,224.0,2,105,55.0,0,0,0,0.1,54,MID
Enzo,Fernández,0,2,42,1547,25,334.3,315.8,74.0,1,265,72.6,3,0,3,0.8,50,MID
Ethan,Wady,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Alfie,Gilchrist,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Albert,Sambi Lokonga,0,0,23,728,8,57.2,98.4,20.0,0,129,17.6,2,0,2,0.2,43,MID
Vicente,Guaita,0,0,99,2430,34,0.0,668.4,0.0,10,484,66.8,6,0,1,1.4,44,GK
James,Tomkins,1,0,8,335,10,1.1,90.0,54.0,1,50,14.6,0,1,1,0.8,39,DEF
James,McArthur,0,0,4,50,0,2.0,14.8,0.0,0,13,1.7,0,0,0,0.0,48,MID
Christian,Benteke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
Joel,Ward,1,0,78,2253,35,172.5,446.6,114.0,5,403,73.5,8,0,6,0.4,44,DEF
Nathaniel,Clyne,0,0,44,1638,23,124.9,203.6,8.0,0,246,33.6,3,0,3,0.1,45,DEF
Luka,Milivojevic,0,0,23,500,7,43.6,69.2,17.0,0,80,12.7,2,0,2,0.3,42,MID
Jordan,Ayew,4,3,104,2708,41,468.2,494.4,439.0,4,332,140.3,8,0,5,0.4,52,MID
Wilfried,Zaha,7,2,95,2289,34,384.8,465.4,848.0,6,216,169.4,5,0,5,6.7,72,MID
Jeffrey,Schlupp,3,2,89,2528,38,257.6,404.6,314.0,2,324,97.9,9,0,7,0.1,47,MID
Will,Hughes,1,1,41,822,11,107.4,190.4,78.0,3,152,37.4,1,0,4,0.0,48,MID
Jairo,Riedewald,0,0,6,60,0,2.6,9.8,4.0,0,19,1.5,0,0,0,0.0,42,MID
Joachim,Andersen,1,0,80,2782,37,163.4,658.8,273.0,1,483,109.8,8,0,8,1.6,45,DEF
Odsonne,Edouard,5,2,82,1788,25,238.7,351.6,552.0,5,225,113.2,5,0,3,2.0,50,FWD
Marc,Guéhi,1,0,95,3330,46,145.5,705.0,213.0,2,623,106.7,9,0,8,2.5,45,DEF
Jean-Philippe,Mateta,2,0,41,748,10,71.4,119.8,247.0,3,96,42.5,3,0,3,0.3,51,FWD
Eberechi,Eze,10,5,159,2631,35,833.6,702.6,635.0,21,580,217.0,9,0,3,12.8,57,MID
Tyrick,Mitchell,0,2,93,2889,40,260.3,485.0,141.0,7,476,89.0,8,1,5,1.0,44,DEF
Michael,Olise,2,11,132,2743,38,1115.0,652.4,484.0,15,517,225.6,8,0,2,1.8,53,MID
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Malcolm,Ebiowei,0,0,3,31,1,0.9,3.4,4.0,0,9,0.9,0,0,0,0.2,42,MID
Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Sam,Johnstone,0,0,36,810,10,0.0,177.4,0.0,5,159,17.8,3,0,1,1.1,44,GK
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Luke,Plange,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Cheick,Doucouré,0,3,74,2770,41,353.7,475.0,167.0,3,411,99.8,7,1,8,0.1,50,MID
Chris,Richards,0,0,13,443,11,15.3,92.4,26.0,0,83,13.2,1,0,0,0.1,44,DEF
Joseph,Whitworth,0,0,3,180,5,0.0,41.8,0.0,0,28,4.2,0,0,0,0.1,40,GK
Kaden,Rodney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Killian,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
John-Kymani,Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Kofi,Balmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Owen,Goodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Jack,Wells-Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
David,Ozoh,0,0,1,1,0,0.8,0.0,0.0,0,3,0.1,0,0,0,0.0,45,MID
Naouirou,Ahamada,0,0,7,87,2,13.2,7.4,14.0,0,20,3.0,0,0,1,0.0,45,MID
Tayo,Adaramola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Neal,Maupay,1,0,41,1104,19,109.9,85.8,429.0,3,86,62.2,3,0,4,0.5,56,FWD
Asmir,Begović,0,0,9,90,0,0.0,36.0,0.0,2,30,3.6,1,0,0,0.8,38,GK
Salomón,Rondón,0,0,7,103,2,26.1,7.4,41.0,0,12,7.3,0,0,0,0.3,49,FWD
Seamus,Coleman,1,0,63,1654,25,108.7,297.8,95.0,5,314,50.4,5,0,1,0.3,41,DEF
Andros,Townsend,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Michael,Keane,1,2,39,983,22,42.6,242.6,131.0,5,180,41.7,2,0,0,0.5,42,DEF
Dele,Alli,0,0,2,38,1,2.2,0.6,6.0,0,5,0.9,0,0,0,0.1,53,MID
Jordan,Pickford,0,1,124,3330,57,23.0,997.8,0.0,10,666,102.0,8,0,6,6.2,44,GK
Allan,Marques Loureiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,MID
André,Tavares Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Abdoulaye,Doucouré,5,2,76,1527,27,284.1,360.4,255.0,10,263,89.7,4,1,6,0.2,53,MID
Alex,Iwobi,2,8,126,3379,56,946.0,693.4,373.0,9,563,201.3,9,0,2,1.1,49,MID
Jean-Philippe,Gbamin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Yerry,Mina,2,0,33,594,9,18.2,192.8,138.0,7,115,35.1,1,0,2,0.4,43,DEF
Demarai,Gray,4,1,91,2501,39,614.7,410.8,707.0,4,284,173.2,7,0,3,0.6,51,MID
Tom,Davies,0,0,19,524,9,46.2,50.4,98.0,0,55,19.3,1,0,3,0.0,49,MID
Dominic,Calvert-Lewin,2,1,40,1166,22,122.4,138.4,409.0,2,89,66.4,4,0,3,0.3,79,FWD
Mason,Holgate,0,0,16,506,9,71.9,90.4,55.0,2,81,21.5,2,1,1,0.1,42,DEF
Ben,Godfrey,0,1,18,801,18,42.3,146.8,46.0,0,101,23.6,1,0,2,0.1,43,DEF
Vitalii,Mykolenko,0,1,75,2653,46,307.0,504.8,120.0,4,449,93.4,7,0,4,0.6,41,DEF
Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Nathan,Patterson,0,0,31,1274,22,111.9,231.4,108.0,0,173,45.3,2,0,3,2.2,39,DEF
Niels,Nkounkou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
James,Tarkowski,1,1,106,3420,57,185.6,1040.4,441.0,13,632,167.0,9,0,6,4.4,41,DEF
Conor,Coady,1,1,77,2094,28,59.7,405.6,88.0,5,397,55.3,7,0,2,3.0,47,DEF
Rúben,Nascimento Vinagre,0,0,2,24,0,1.4,7.6,0.0,0,9,0.9,0,0,0,0.0,43,DEF
Dwight,McNeil,7,5,126,2490,46,771.4,718.8,464.0,14,505,195.8,5,0,5,2.0,52,MID
Stanley,Mills,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID
Lewis,Warrington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
James,Garner,0,1,25,796,13,116.2,109.2,64.0,0,109,29.2,2,0,3,0.0,45,MID
Amadou,Onana,1,3,77,2486,37,316.6,358.2,287.0,2,300,96.0,9,0,9,0.1,47,MID
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Idrissa,Gueye,0,1,66,2577,45,195.3,426.8,85.0,1,357,70.6,8,0,7,0.1,47,MID
Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Kyle,John,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Thomas,Cannon,0,0,2,23,1,11.6,5.0,21.0,0,7,3.8,0,0,0,0.0,45,FWD
Isaac,Price,0,0,0,32,0,15.6,9.6,0.0,0,3,2.5,0,0,1,0.0,45,MID
Ellis,Simms,1,0,17,219,4,39.6,40.8,54.0,0,59,13.0,0,0,0,0.1,45,FWD
Ishé,Samuels-Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Sean,McAllister,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Cédric,Alves Soares,0,0,10,223,3,51.4,56.4,10.0,0,56,11.9,0,0,0,0.1,42,DEF
Bernd,Leno,0,0,142,3240,51,10.0,1154.8,0.0,17,766,116.6,8,0,3,3.5,46,GK
Shane,Duffy,0,0,4,17,4,0.2,0.2,7.0,0,12,0.2,0,0,0,0.1,42,DEF
Tom,Cairney,2,1,53,968,13,232.1,190.4,217.0,2,217,64.2,1,0,2,0.1,47,MID
Tim,Ream,1,0,98,2898,44,65.2,604.2,76.0,12,560,74.8,8,0,2,1.2,45,DEF
Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID
Nathaniel,Chalobah,0,0,1,11,4,0.6,4.6,17.0,0,2,2.3,0,1,0,0.1,44,MID
Neeskens,Kebano,0,4,40,758,10,179.7,119.6,112.0,0,123,41.5,3,0,0,0.0,54,MID
Bobby,De Cordova-Reid,4,1,90,2473,40,326.6,365.2,508.0,3,289,119.7,8,0,8,0.1,54,MID
Joe,Bryan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Paulo,Gazzaniga Farias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,40,GK
Terence,Kongolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Tosin,Adarabioyo,1,0,49,2084,39,90.1,514.4,128.0,1,353,73.4,3,0,4,0.1,44,DEF
Aleksandar,Mitrović,14,2,107,2010,30,228.3,584.8,1171.0,14,324,197.1,7,0,7,12.5,66,FWD
Harrison,Reed,3,4,107,2868,44,507.3,484.4,266.0,9,409,125.8,9,0,5,1.0,43,MID
Harry,Wilson,2,5,68,1085,15,184.1,215.2,178.0,2,215,57.7,2,0,1,0.2,57,MID
Marek,Rodák,0,0,7,180,2,0.0,19.0,0.0,0,33,1.9,1,0,0,0.2,43,GK
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Kenny,Tete,1,5,90,2569,36,391.4,670.2,145.0,1,484,120.9,7,0,8,0.4,44,DEF
Josh,Onomah,0,0,2,14,2,0.6,2.0,0.0,0,4,0.3,0,0,0,0.1,43,MID
Antonee,Robinson,0,2,93,3088,44,427.4,573.2,61.0,5,558,106.3,9,0,8,0.5,44,DEF
Rodrigo,Muniz Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,FWD
Jay,Stansfield,0,1,7,85,2,12.8,8.4,46.0,0,22,6.7,0,0,0,0.7,45,FWD
João,Palhinha Gonçalves,3,0,83,3108,43,142.8,570.2,338.0,5,379,105.5,9,0,14,0.3,49,MID
Daniel,James,2,1,45,802,18,129.7,149.6,220.0,2,152,49.6,1,0,0,0.2,59,MID
Andreas,Hoelgebaum Pereira,4,10,123,2696,40,965.0,440.6,495.0,9,360,189.3,8,0,8,10.1,43,MID
Issa,Diop,1,0,79,2008,26,38.8,462.2,80.0,8,422,58.1,7,0,2,0.3,43,DEF
Tyrese,Francois,0,0,1,1,0,0.3,1.0,0.0,0,3,0.1,0,0,0,0.0,44,MID
Kevin,Mbabu,0,1,7,141,7,37.7,39.8,0.0,0,39,7.8,0,0,1,0.1,43,DEF
Luke,Harris,0,0,3,10,1,1.6,0.6,0.0,0,7,0.2,0,0,0,0.0,43,MID
Manor,Solomon,4,0,44,560,11,97.6,219.0,117.0,1,156,43.4,0,0,0,0.1,49,MID
Terry,Ablade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Layvin,Kurzawa,0,0,2,136,4,4.5,20.2,0.0,0,13,2.5,0,0,1,0.0,43,DEF
Willian,Borges da Silva,5,7,116,2127,22,703.4,455.8,449.0,11,442,160.8,9,0,2,0.5,55,MID
Carlos Vinícius,Alves Morais,5,2,72,1098,20,118.6,244.0,374.0,10,206,73.1,1,0,3,0.5,54,FWD
Stefan,Parkes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kristian,Sekularac,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sasa,Lukic,0,0,15,406,10,21.9,40.8,19.0,0,58,8.2,0,0,1,0.0,45,MID
George,Wickens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Charlie,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Matthew,Dibley-Dias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kasper,Schmeichel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,GK
Jonny,Evans,0,0,20,1051,28,21.5,247.8,35.0,0,191,30.4,2,0,1,0.2,44,DEF
Ryan,Bertrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DEF
Marc,Albrighton,1,0,13,232,3,95.2,76.8,43.0,0,57,21.4,0,0,0,0.0,47,MID
Nampalys,Mendy,1,0,30,746,13,42.3,115.2,20.0,1,142,17.8,0,0,1,0.4,42,MID
Jannik,Vestergaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,38,DEF
Danny,Ward,0,0,91,2340,46,0.0,631.4,0.0,12,485,63.0,6,0,0,18.4,38,GK
Jamie,Vardy,3,5,82,1841,38,173.8,289.0,453.0,4,206,91.0,4,0,1,2.3,91,FWD
Ricardo,Barbosa Pereira,1,1,20,451,11,100.2,153.2,25.0,2,106,27.8,0,0,2,0.1,42,DEF
Daniel,Amartey,0,0,51,1608,27,79.8,358.4,50.0,4,328,48.9,5,0,1,0.7,39,DEF
Timothy,Castagne,2,4,114,3255,63,380.2,690.8,289.0,11,615,136.4,8,0,3,5.5,43,DEF
Youri,Tielemans,3,3,86,2341,49,486.9,541.8,191.0,6,461,122.1,6,0,4,1.2,61,MID
Ayoze,Pérez,0,2,19,378,5,151.0,65.2,92.0,0,69,30.9,1,0,0,0.1,47,MID
James,Maddison,10,9,135,2479,54,984.9,802.4,805.0,9,520,259.7,4,0,10,5.5,78,MID
Kelechi,Iheanacho,5,5,82,1112,23,275.2,325.0,448.0,9,237,103.3,1,0,0,0.9,58,FWD
Hamza,Choudhury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harvey,Barnes,13,2,138,2709,51,322.9,612.8,942.0,0,379,187.7,6,0,3,1.7,66,MID
Wilfred,Ndidi,0,0,41,1672,39,73.0,317.6,45.0,0,257,43.2,1,0,4,0.2,48,MID
Kiernan,Dewsbury-Hall,2,3,82,2305,41,541.7,453.6,239.0,5,347,123.7,7,1,3,0.5,49,MID
Çaglar,Söyüncü,1,0,16,528,13,13.3,174.6,53.0,3,93,24.1,0,0,2,0.2,42,DEF
James,Justin,0,2,45,1252,25,138.8,208.4,40.0,2,263,38.7,5,0,0,0.4,41,DEF
Boubakary,Soumaré,0,0,41,1624,30,173.0,249.4,5.0,0,238,42.9,6,0,9,0.3,44,MID
Luke,Thomas,0,1,28,1068,20,91.9,174.0,12.0,0,189,27.8,2,0,3,0.2,39,DEF
Patson,Daka,4,4,70,1169,24,223.6,295.2,440.0,3,231,95.1,5,0,2,0.8,56,FWD
Lewis,Brunt,0,0,1,22,1,1.0,2.2,0.0,0,4,0.3,0,0,0,0.3,39,DEF
Daniel,Iversen,0,0,29,1080,22,0.0,275.4,0.0,2,183,27.6,1,0,0,5.1,39,GK
Dennis,Praet,1,1,34,635,10,66.9,96.4,64.0,0,115,22.7,2,0,1,0.0,48,MID
Alex,Smithies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Wout,Faes,1,2,78,2786,51,115.9,712.2,110.0,5,545,93.8,7,1,4,0.2,42,DEF
Sammy,Braybrooke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
